Date,Open,High,Low,Close,Adj Close,Volume
2016-02-01,124.400002,134.919998,116.900002,131.029999,108.738960,106715800
2016-03-01,132.240005,153.100006,132.029999,151.449997,126.968910,105746700
2016-04-01,150.509995,153.520004,142.610001,145.940002,122.349533,94482500
2016-05-01,146.559998,153.809998,142.899994,153.740005,128.888718,75249000
2016-06-01,153.000000,155.479996,142.500000,151.779999,129.706360,76973700
2016-07-01,151.779999,163.600006,149.919998,160.619995,137.260757,69425000
2016-08-01,160.649994,164.949997,157.850006,158.880005,135.773804,69706500
2016-09-01,158.320007,165.000000,153.210007,158.850006,136.920609,69937000
2016-10-01,158.059998,158.529999,147.789993,153.690002,132.472931,78327200
2016-11-01,153.500000,164.660004,151.000000,162.220001,139.825378,76338800
2016-12-01,161.949997,169.949997,158.300003,165.990005,144.372894,69470400
2017-01-01,167.000000,179.250000,165.339996,174.520004,151.792007,88764500
2017-02-01,175.000000,182.789993,172.889999,179.820007,156.401794,59820600
2017-03-01,180.479996,182.550003,172.089996,174.139999,152.659073,79477000
2017-04-01,173.820007,176.330002,159.600006,160.289993,140.517532,100052300
2017-05-01,160.050003,160.419998,149.789993,152.630005,133.802460,103329100
2017-06-01,152.800003,157.199997,150.800003,153.830002,136.171783,83977000
2017-07-01,153.580002,156.029999,143.639999,144.669998,128.063263,93293500
2017-08-01,145.000000,145.669998,139.130005,143.029999,126.611526,80246500
2017-09-01,142.979996,147.419998,141.639999,145.080002,129.783112,78296700
2017-10-01,145.350006,162.509995,145.210007,154.059998,137.816269,125345600
2017-11-01,154.100006,154.899994,146.210007,149.119995,133.397141,135079900
2017-12-01,154.399994,157.850006,151.490005,153.419998,138.615540,88788100
2018-01-01,154.500000,171.130005,153.539993,163.699997,147.903549,145086400
2018-02-01,163.190002,164.130005,144.399994,155.830002,140.792984,102364900
2018-03-01,155.529999,162.110001,148.539993,153.429993,139.989441,94316900
2018-04-01,153.339996,162.000000,144.110001,144.960007,132.261429,122745300
2018-05-01,144.649994,146.199997,139.899994,141.309998,128.931152,88812900
2018-06-01,142.429993,147.520004,137.449997,139.699997,128.877151,89801400
2018-07-01,138.279999,150.539993,138.199997,144.929993,133.701981,94954000
2018-08-01,144.759995,147.929993,142.000000,146.479996,135.131882,79195100
2018-09-01,145.979996,153.350006,144.809998,151.210007,141.002533,95867900
2018-10-01,151.710007,154.360001,114.089996,115.430000,107.637856,198093000
2018-11-01,115.500000,125.059998,114.540001,124.269997,115.881104,141718900
2018-12-01,125.669998,126.589996,105.940002,113.669998,107.346657,115604100
2019-01-01,112.010002,135.410004,111.690002,134.419998,126.942360,120387100
2019-02-01,134.970001,140.490005,132.119995,138.130005,130.445984,68461200
2019-03-01,139.309998,142.119995,133.580002,141.100006,134.803314,74687300
2019-04-01,141.509995,145.389999,136.259995,140.270004,134.010345,80197500
2019-05-01,140.550003,141.809998,126.849998,126.989998,121.322968,75536400
2019-06-01,127.099998,140.149994,127.059998,137.899994,133.311050,61341600
2019-07-01,139.600006,151.940002,139.130005,148.240005,143.306976,80164100
2019-08-01,148.899994,152.949997,128.830002,135.529999,131.019928,96062300
2019-09-01,134.850006,146.570007,133.330002,145.419998,142.237228,61812000
2019-10-01,145.589996,147.350006,130.899994,133.729996,130.803085,91419500
2019-11-01,134.500000,139.139999,132.750000,134.449997,131.507324,64772300
2019-12-01,134.449997,136.419998,130.690002,134.039993,132.654785,71853900
2020-01-01,135.000000,145.789993,133.199997,143.729996,142.244659,113249700
2020-02-01,144.250000,158.750000,143.899994,155.309998,153.704987,57231900
